lakecode,lakename,lakeorriver,continent,country,state,latitude,longitude,elevation,mean_depth,max_depth,surface_area,shoreline,largest_city_population,power_plant_discharge,inlet_streams,area_drained,landuse_code,conductivity_us,secchi_depth,contributor,filename,initials,lat_decimal,lon_decimal,median_depth,comments
WRS41,FRASER RIVER,R,N,CANADA,BC,53 02,122 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.03,-122.52,-999,-999
WRS410,UNNAMED LAKE,L,N,CANADA,NT,68 19,100 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.32,-100.08,-999,-999
WRS411,UNNAMED LAKE,L,N,CANADA,NT,70 44,117 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,70.73,-117.78,-999,-999
WRS412,UNNAMED LAKE,L,N,CANADA,NT,70 01,126 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,70.02,-126.93,-999,-999
WRS413,UNNAMED LAKE,L,N,CANADA,NT,68 39,101 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.65,-101.73,-999,-999
WRS414,UNNAMED LAKE,L,N,CANADA,NT,68 56,75 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.93,-75.28,-999,-999
WRS415,UNNAMED LAKE,L,N,CANADA,NT,68 50,95 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.83,-95.32,-999,-999
WRS416,UNNAMED LAKE,L,N,CANADA,NT,76 14,120 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,76.23,-120.33,-999,-999
WRS417,UNNAMED LAKE,L,N,CANADA,NT,69 56,128 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.93,-128.97,-999,-999
WRS418,UNNAMED LAKE NORTH OF STATION,L,N,CANADA,QC,47 23,61 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.38,-61.87,-999,-999
WRS419,UNNAMED LAKE NORTH OF STATION,L,N,CANADA,NT,68 35,111 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.58,-111.1,-999,-999
WRS42,GATINEAU RIVER,R,N,CANADA,QC,45 31,75 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.52,-75.78,-999,-999
WRS420,UNNAMED LAKE NORTH OF STATION,L,N,CANADA,NT,71 57,124 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,71.95,-124.73,-999,-999
WRS421,UNNAMED LAKE,L,N,CANADA,NT,68 49,93 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.82,-93.43,-999,-999
WRS422,UNNAMED LAKE,L,N,CANADA,YT,68 57,137 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.95,-137.22,-999,-999
WRS423,UNNAMED LAKE,L,N,CANADA,NT,69 26,133 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.43,-133.03,-999,-999
WRS424,UPPER DUMBELL LAKE,L,N,CANADA,NT,82 30,62 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,82.5,-62.33,-999,-999
WRS425,UPPER TWIN LAKE AND LOWER TWIN LAKE,L,N,CANADA,ON,50 11,86 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.18,-86.7,-999,-999
WRS426,WABUSH LAKE,L,N,CANADA,NF,52 56,66 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.93,-66.87,-999,-999
WRS427,WACOUNO LAKE,L,N,CANADA,QC,50 13,66 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.22,-66.27,-999,-999
WRS428,WASCANA LAKE,L,N,CANADA,SK,50 26,104 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.43,-104.67,-999,-999
WRS429,WATER LAKE,L,N,CANADA,NT,68 26,89 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.43,-89.72,-999,-999
WRS43,GATINEAU RIVER,R,N,CANADA,QC,47 55,74 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.92,-74.62,-999,-999
WRS430,WATSON LAKE,L,N,CANADA,YT,60 07,128 49,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.12,-128.82,-999,-999
WRS431,WEST LYNN LAKE,L,N,CANADA,MB,56 52,101 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.87,-101.08,-999,-999
WRS432,WHITE LAKE,L,N,CANADA,ON,48 41,85 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.68,-85.62,-999,-999
WRS433,WHITE WATER LAKE,L,N,CANADA,ON,46 37,80 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.62,-80.8,-999,-999
WRS434,WILLIAMS LAKE,L,N,CANADA,BC,52 11,122 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.18,-122.05,-999,-999
WRS435,WILLISTON LAKE,L,N,CANADA,BC,55 18,123 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.3,-123.13,-999,-999
WRS436,WINTER HOUSE POND,L,N,CANADA,NF,50 14,57 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-57.58,-999,-999
WRS437,YORK LAKE,L,N,CANADA,SK,51 16,102 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.27,-102.47,-999,-999
WRS44,GOOSE RIVER,R,N,CANADA,NF,53 19,60 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.32,-60.42,-999,-999
WRS45,GREAT BEAR RIVER,R,N,CANADA,NT,64 57,125 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,64.95,-125,-999,-999
WRS46,GREAT WHALE RIVER,R,N,CANADA,QC,55 17,78 46,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.28,-78.77,-999,-999
WRS47,HARDING RIVER,R,N,CANADA,NT,68 56,116 55,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.93,-116.92,-999,-999
WRS48,HAY RIVER,R,N,CANADA,NT,60 50,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.83,-115.78,-999,-999
WRS49,HILLSBOROUGH RIVER,R,N,CANADA,PE,46 14,63 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.23,-63.13,-999,-999
WRS5,ATHABASCA RIVER,R,N,CANADA,AB,54 43,113 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.72,-113.28,-999,-999
WRS50,KAMINISTIQUIA RIVER,R,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS51,KAPUSKASING RIVER,R,N,CANADA,ON,49 25,82 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.42,-82.47,-999,-999
WRS52,KETTLE RIVER,R,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS53,KETTLE RIVER,R,N,CANADA,BC,49 02,118 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.03,-118.45,-999,-999
WRS54,KLONDIKE RIVER,R,N,CANADA,YT,64 03,139 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,64.05,-139.13,-999,-999
WRS55,KOOTENAY RIVER,R,N,CANADA,BC,49 06,116 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.1,-116.52,-999,-999
WRS56,KOOTENAY RIVER,R,N,CANADA,BC,49 44,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.73,-115.78,-999,-999
WRS57,LIARD RIVER,R,N,CANADA,NT,60 14,123 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.23,-123.47,-999,-999
WRS58,LIARD RIVER,R,N,CANADA,NT,61 45,121 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.75,-121.23,-999,-999
WRS59,LIARD RIVER,R,N,CANADA,YT,60 07,128 49,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.12,-128.82,-999,-999
WRS6,ATHABASCA RIVER,R,N,CANADA,AB,58 12,111 23,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.2,-111.38,-999,-999
WRS60,LILLOOET RIVER,R,N,CANADA,BC,50 27,122 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.45,-122.93,-999,-999
WRS61,LIMESTONE RIVER,R,N,CANADA,MB,56 30,94 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.5,-94.2,-999,-999
WRS62,LITTLE CODROY RIVER,R,N,CANADA,NF,47 46,59 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.77,-59.33,-999,-999
WRS63,LITTLE KETTLE RIVER,R,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS64,MACKENZIE RIVER (EAST CHANNEL),R,N,CANADA,NT,69 01,134 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.02,-134.68,-999,-999
WRS65,MACKENZIE RIVER,R,N,CANADA,NT,66 16,128 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,66.27,-128.62,-999,-999
WRS66,MACKENZIE RIVER,R,N,CANADA,NT,64 57,125 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,64.95,-125,-999,-999
WRS67,MACKENZIE RIVER,R,N,CANADA,NT,61 20,117 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.33,-117.67,-999,-999
WRS68,MACKENZIE RIVER,R,N,CANADA,NT,61 45,121 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.75,-121.23,-999,-999
WRS69,MACKENZIE RIVER,R,N,CANADA,NT,65 17,126 45,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,65.28,-126.75,-999,-999
WRS7,ATHABASCA RIVER,R,N,CANADA,AB,56 39,111 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.65,-111.22,-999,-999
WRS70,MACKENZIE RIVER,R,N,CANADA,NT,63 12,123 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.2,-123.42,-999,-999
WRS72,MANICOUAGAN RIVER,R,N,CANADA,QC,50 39,68 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.65,-68.83,-999,-999
WRS73,MATTAGAMI RIVER,R,N,CANADA,ON,48 34,81 22,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.57,-81.37,-999,-999
WRS74,MCKELLAR RIVER,R,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS75,MCLEOD RIVER,R,N,CANADA,AB,53 35,116 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.58,-116.47,-999,-999
WRS76,MCLEOD RIVER,R,N,CANADA,AB,58 46,111 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.77,-111.12,-999,-999
WRS77,MCLEOD RIVER,R,N,CANADA,AB,54 09,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.15,-115.78,-999,-999
WRS78,MINGAN RIVER,R,N,CANADA,QC,50 17,64 09,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.28,-64.15,-999,-999
WRS79,MINNEDOSA RIVER,R,N,CANADA,MB,50 01,100 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.02,-100.32,-999,-999
WRS8,ATHABASCA RIVER,R,N,CANADA,AB,52 53,118 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.88,-118.07,-999,-999
WRS80,MIRAMICHI R BETWEEN CHATHAM,R,N,CANADA,NB,47 01,65 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.02,-65.45,-999,-999
WRS81,MIRAMICHI RIVER (OLD),R,N,CANADA,NB,47 01,65 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.02,-65.45,-999,-999
WRS82,MIRAMICHI RIVER,R,N,CANADA,NB,47 01,65 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.02,-65.45,-999,-999
WRS83,MISSION RIVER,R,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS84,MISSISSIPPI RIVER AT CARLETON,R,N,CANADA,ON,45 02,76 15,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.03,-76.25,-999,-999
WRS85,MISSISSIPPI RIVER AT INNISVILLE,R,N,CANADA,ON,45 02,76 15,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.03,-76.25,-999,-999
WRS86,MISTASSINI RIVER,R,N,CANADA,QC,48 53,72 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.88,-72.23,-999,-999
WRS87,MOISIE RIVER,R,N,CANADA,QC,50 13,66 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.22,-66.27,-999,-999
WRS88,MOOSE RIVER,R,N,CANADA,ON,51 16,80 39,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.27,-80.65,-999,-999
WRS89,MUSKWA RIVER,R,N,CANADA,BC,58 50,122 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.83,-122.58,-999,-999
WRS9,ATHABASCA RIVER,R,N,CANADA,AB,54 09,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.15,-115.78,-999,-999
WRS90,NAGAGAMI RIVER,R,N,CANADA,ON,49 46,84 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.77,-84.52,-999,-999
WRS92,NELSON RIVER,R,N,CANADA,MB,54 00,97 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54,-97.8,-999,-999
WRS93,NORTH AND SOUTH THOMPSON RIVERS,R,N,CANADA,BC,50 42,120 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.7,-120.45,-999,-999
WRS94,NORTH MUSKOKA RIVER,R,N,CANADA,ON,44 58,79 18,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.97,-79.3,-999,-999
WRS95,NORTH SASKATCHEWAN RIVER,R,N,CANADA,AB,53 34,113 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.57,-113.52,-999,-999
WRS96,NORTH SASKATCHEWAN RIVER,R,N,CANADA,SK,52 46,108 15,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.77,-108.25,-999,-999
WRS97,NORTH SASKATCHEWAN RIVER,R,N,CANADA,SK,53 13,105 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.22,-105.68,-999,-999
WRS98,NORTH SASKATCHEWAN RIVER,R,N,CANADA,AB,52 26,114 55,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.43,-114.92,-999,-999
WRS99,NORTH THOMPSON RIVER,R,N,CANADA,BC,52 08,119 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.13,-119.28,-999,-999
WSTA1,LAKE SUWA (WEATHER STATION),L,A,JAPAN,NAGANO PREFECTURE,36 09 N,138 05 E,759,4.7,7.6,12.9,18,52000,-,-,531,UAFO,-999,-999,WEATER STATION,WSTA1,WSTA,36.15,138.08,-999,WEATER STATION
WYK1,QINGHAI LAKE STATION SOUTH,L,A,CHINA,-999,37 00 N,100 20 E,460,3,-999,4,-999,-999,-,-,-999,-999,-999,-999,WILLIAM CHANG,-999,-999,37,100.33,-999,-999
WYK2,QINGHAI LAKE STATION NORTH,L,A,CHINA,-999,37 06 N,100 12 E,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,WILLIAM CHANG,-999,-999,37.1,100.2,-999,-999
WYK3,BOSTEN LAKE,L,A,CHINA,-999,44 00 N,87 00 E,19,1,-999,1,-999,-999,-,-,-999,-999,-999,-999,WILLIAM CHANG,-999,-999,44,87,-999,-999
WYK4,DAI LAKE,L,A,CHINA,-999,40 37 N,112 40 E,168,1,-999,-999,-999,-999,-,-,-999,-999,-999,-999,WILLIAM CHANG,-999,-999,40.62,112.67,-999,-999
YATSU1,LAKE SUWA (YATSURUGI),L,A,JAPAN,NAGANO PREFECTURE,36 09 N,138 05 E,759,4.7,7.6,12.9,18,52000,-,-,531,UAFO,-999,-999,YATSURUGI,YATSU1,YATS,36.15,138.08,-999,YATSURUGI
